Session_id,Start_time,Peak_viewers,Gifts_from_viewers,Number_of_products,Number_of_goods_sold,Total_sales_amount,Duration,Views,Average_number_of_online_viewers,Number_of_likes,Number_of_new_followers,Fan Conversion Ratio,Number_of_new_fans,Per_customer_transaction,UV,Sales_conversion_value_ratio,Average_length_of_stay,Name,Host_category,Occupation,Date
530,6/13/21 8:45,6817,16666,48,15869,1041920.41,2hours42minutes6seconds,247354,5367,176868,686,0.28%,198,65.66,4.22,6.42%,3minutes37seconds,Lovemimius,K,We Media,6/13/21
531,6/12/21 8:40,6173,18718,51,11116,928803.1,2hours58minutes11seconds,272239,5012,159874,1018,0.37%,192,83.56,3.42,4.08%,3minutes24seconds,Lovemimius,K,We Media,6/12/21
532,6/11/21 8:40,7797,29844,109,48864,3020365.46,5hours51minutes58seconds,567384,6399,520218,2181,0.38%,801,61.81,5.33,8.61%,3minutes59seconds,Lovemimius,K,We Media,6/11/21
533,6/10/21 8:43,5183,9762,37,0,0,1hours8minutes33seconds,83001,4119,130847,321,0.39%,175, ,0.01, ,3minutes35seconds,Lovemimius,K,We Media,6/10/21
534,6/9/21 8:39,8110,25050,75,38388,3037145.62,5hours34minutes23seconds,554196,6478,367281,2449,0.44%,820,79.12,5.48,6.93%,3minutes58seconds,Lovemimius,K,We Media,6/9/21
535,6/8/21 8:52,5403,20048,1,1,9999,1hours19minutes47seconds,97294,4246,120144,335,0.34%,70,9999,0.12,0.00%,3minutes40seconds,Lovemimius,K,We Media,6/8/21
536,6/6/21 8:38,7938,19096,94,44750,3045464.6,5hours33minutes24seconds,584873,6430,337879,2528,0.43%,381,68.06,5.21,7.65%,3minutes42seconds,Lovemimius,K,We Media,6/6/21
537,6/5/21 8:40,7988,20401,73,43204,3337561.54,4hours53minutes37seconds,527926,6634,334786,2676,0.51%,418,77.25,6.33,8.18%,3minutes43seconds,Lovemimius,K,We Media,6/5/21
538,6/4/21 8:39,5544,15016,1,0,0,1hours40minutes41seconds,125316,4356,212210,450,0.36%,179, ,0.01, ,3minutes38seconds,Lovemimius,K,We Media,6/4/21
539,6/3/21 8:32,10604,41111,81,55117,4099740.27,5hours23minutes50seconds,757301,8071,554658,8849,1.17%,953,74.38,5.42,7.28%,3minutes27seconds,Lovemimius,K,We Media,6/3/21
540,6/2/21 8:39,1438,0,2,0,0,1minutes37seconds,1438,0,1293,4,0.28%,0, ,0, ,,Lovemimius,K,We Media,6/2/21
541,6/1/21 8:39,4769,20224,3,15,3737.7,1hours34minutes2seconds,101013,3919,344097,393,0.39%,142,249.18,0.06,0.01%,3minutes47seconds,Lovemimius,K,We Media,6/1/21
542,8/28/21 21:10,27312,34286,57,59781,1489291,2hours37minutes23seconds,1888404,17729,2308475,32965,1.75%,0,24.91,0.79,3.17%,1minutes36seconds,Lou Yixiao,C,Actor/Actress,8/28/21
543,8/28/21 16:14,29548,14102,46,14816,1730054.51,3hours2minutes29seconds,1284032,9918,2056303,12076,0.94%,4495,116.77,1.35,1.15%,1minutes28seconds,Lou Yixiao,C,Actor/Actress,8/28/21
544,8/28/21 15:52,16870,2996,3,781,81181,11minutes11seconds,127875,7763,551017,2579,2.02%,0,103.94,0.64,0.61%,1minutes,Lou Yixiao,C,Actor/Actress,8/28/21
545,8/28/21 12:00,42256,34636,32,32281,1644667.4,2hours42minutes35seconds,1699400,16144,11738836,29555,1.74%,5876,50.95,0.97,1.90%,1minutes35seconds,Lou Yixiao,C,Actor/Actress,8/28/21
546,8/26/21 21:15,36130,13769,48,56121,2528290.7,3hours26minutes8seconds,2198633,15131,8160328,18517,0.84%,106,45.05,1.15,2.55%,1minutes29seconds,Lou Yixiao,C,Actor/Actress,8/26/21
547,8/26/21 15:50,70900,43360,48,66371,3962492.53,4hours13minutes4seconds,3013165,19623,25072786,64904,2.15%,8293,59.7,1.32,2.20%,1minutes41seconds,Lou Yixiao,C,Actor/Actress,8/26/21
548,8/26/21 12:12,55648,38813,27,52098,3957628.68,2hours18minutes44seconds,2482951,28689,13354077,41792,1.68%,10145,75.97,1.6,2.10%,1minutes39seconds,Lou Yixiao,C,Actor/Actress,8/26/21
549,8/11/21 17:08,149578,129874,87,217532,15695315.38,7hours14minutes35seconds,9401149,37143,46645999,178517,1.90%,33415,72.15,1.67,2.31%,1minutes44seconds,Lou Yixiao,C,Actor/Actress,8/11/21
550,8/11/21 11:09,128437,186621,44,201198,16158264.02,4hours40minutes53seconds,8498472,52936,25340883,221854,2.61%,96501,80.31,1.9,2.37%,1minutes48seconds,Lou Yixiao,C,Actor/Actress,8/11/21
551,8/6/21 18:08,97064,24699,54,89193,9156517.83,5hours52minutes6seconds,4898007,57705,3427444,44069,0.90%,2858,102.66,1.87,1.82%,4minutes14seconds,Lou Yixiao,C,Actor/Actress,8/6/21
552,8/6/21 13:59,54109,23040,32,32103,1967358.63,2hours49minutes27seconds,1776377,30607,2786667,22936,1.29%,4443,61.28,1.11,1.81%,2minutes52seconds,Lou Yixiao,C,Actor/Actress,8/6/21
553,8/6/21 13:05,71196,7583,9,12191,339869.42,32minutes9seconds,821433,30505,896289,12400,1.51%,0,27.88,0.41,1.48%,1minutes19seconds,Lou Yixiao,C,Actor/Actress,8/6/21
554,8/2/21 16:37,190764,194231,79,285251,26577056.42,7hours26minutes46seconds,22217394,80134,30733043,285053,1.28%,19179,93.17,1.2,1.28%,1minutes37seconds,Lou Yixiao,C,Actor/Actress,8/2/21
555,8/2/21 10:08,173360,129700,44,292037,25189483.99,4hours59minutes35seconds,9521267,59541,27421364,240043,2.52%,25324,86.25,2.65,3.07%,1minutes54seconds,Lou Yixiao,C,Actor/Actress,8/2/21
556,7/8/21 17:00,77012,255131,67,217443,16025013.31,8hours49minutes21seconds,11950325,40741,52379203,292850,2.45%,68097,73.7,1.34,1.82%,1minutes49seconds,Lou Yixiao,C,Actor/Actress,7/8/21
557,6/17/21 18:02,36874,76543,68,74518,6971051.07,7hours50minutes23seconds,5305250,15222,8710958,78821,1.49%,15024,93.55,1.32,1.40%,1minutes21seconds,Lou Yixiao,C,Actor/Actress,6/17/21
558,6/7/21 18:00,26974,73125,62,65803,6408487.31,6hours45minutes20seconds,4753629,15141,5441341,56143,1.18%,18100,97.39,1.35,1.38%,1minutes18seconds,Lou Yixiao,C,Actor/Actress,6/7/21
559,8/31/21 15:00,4922,2580,9,1273,116111.1,3hours4minutes30seconds,225059,3463,98031,1643,0.73%,273,91.21,0.52,0.57%,2minutes56seconds,Qiu Yingying,K,We Media,8/31/21
560,8/29/21 14:59,9653,9602,83,67050,16535923.41,9hours41minutes11seconds,992674,5910,374573,3680,0.37%,877,246.62,16.66,6.75%,3minutes31seconds,Qiu Yingying,K,We Media,8/29/21
561,8/28/21 14:59,5756,3489,7,1435,297012.6,3hours31minutes54seconds,272805,3738,1071268,1686,0.62%,341,206.98,1.09,0.53%,3minutes1seconds,Qiu Yingying,K,We Media,8/28/21
562,8/27/21 14:59,12091,15366,156,84108,22204160.7,9hours39minutes8seconds,1126847,7219,1905218,6903,0.61%,1822,264,19.71,7.46%,3minutes46seconds,Qiu Yingying,K,We Media,8/27/21
563,8/26/21 14:59,8479,5398,10,5310,731716.1,3hours57minutes13seconds,391003,5103,1577292,5212,1.33%,989,137.8,1.87,1.36%,3minutes10seconds,Qiu Yingying,K,We Media,8/26/21
564,8/24/21 15:00,10631,12243,174,77103,15164582.4,9hours27minutes50seconds,1003704,6334,2688005,7730,0.77%,1738,196.68,15.11,7.68%,3minutes49seconds,Qiu Yingying,K,We Media,8/24/21
